,ticker,indices
1730,PCT,['Russell 2000']
1731,PCVX,['Russell 2000']
1732,PCYO,['Russell 2000']
1733,PD,['Russell 2000']
1734,PDCO,['Russell 2000']
1735,PDD,['Nasdaq 100']
1736,PDFS,['Russell 2000']
1737,PDM,['Russell 2000']
1738,PEAK,['S&P 500']
1739,PEB,['Russell 2000']
1740,PEBO,['Russell 2000']
1741,PECO,['Russell 2000']
1742,PEG,['S&P 500']
1743,PENN,['S&P 500']
1744,PEP,"['S&P 500', 'Nasdaq 100']"
1745,PEPG,['Russell 2000']
1746,PETQ,['Russell 2000']
1747,PETS,['Russell 2000']
1748,PFBC,['Russell 2000']
1749,PFC,['Russell 2000']
1750,PFE,['S&P 500']
1751,PFG,['S&P 500']
1752,PFHD,['Russell 2000']
1753,PFIS,['Russell 2000']
1754,PFS,['Russell 2000']
1755,PFSI,['Russell 2000']
1756,PFSW,['Russell 2000']
1757,PG,['S&P 500']
1758,PGC,['Russell 2000']
1759,PGEN,['Russell 2000']
1760,PGNY,['Russell 2000']
1761,PGR,['S&P 500']
1762,PGRE,['Russell 2000']
1763,PGTI,['Russell 2000']
1764,PH,['S&P 500']
1765,PHAT,['Russell 2000']
1766,PHM,['S&P 500']
1767,PHR,['Russell 2000']
1768,PI,['Russell 2000']
1769,PIII,['Russell 2000']
1770,PING,['Russell 2000']
1771,PIPR,['Russell 2000']
1772,PJT,['Russell 2000']
1773,PKBK,['Russell 2000']
1774,PKE,['Russell 2000']
1775,PKG,['S&P 500']
1776,PKI,['S&P 500']
1777,PL,['Russell 2000']
1778,PLAB,['Russell 2000']
1779,PLAY,['Russell 2000']
1780,PLBY,['Russell 2000']
1781,PLCE,['Russell 2000']
1782,PLD,['S&P 500']
1783,PLL,['Russell 2000']
1784,PLM,['Russell 2000']
1785,PLMR,['Russell 2000']
1786,PLOW,['Russell 2000']
1787,PLPC,['Russell 2000']
1788,PLUS,['Russell 2000']
1789,PLXS,['Russell 2000']
1790,PLYM,['Russell 2000']
1791,PM,['S&P 500']
1792,PMT,['Russell 2000']
1793,PMVP,['Russell 2000']
1794,PNC,['S&P 500']
1795,PNM,['Russell 2000']
1796,PNR,['S&P 500']
1797,PNT,['Russell 2000']
1798,PNTG,['Russell 2000']
1799,PNW,['S&P 500']
1800,POLY,['Russell 2000']
1801,POOL,['S&P 500']
1802,POR,['Russell 2000']
1803,POSH,['Russell 2000']
1804,POWI,['Russell 2000']
1805,POWL,['Russell 2000']
1806,POWW,['Russell 2000']
1807,PPBI,['Russell 2000']
1808,PPG,['S&P 500']
1809,PPL,['S&P 500']
1810,PRA,['Russell 2000']
1811,PRAA,['Russell 2000']
1812,PRAX,['Russell 2000']
1813,PRCH,['Russell 2000']
1814,PRCT,['Russell 2000']
1815,PRDO,['Russell 2000']
1816,PRDS,['Russell 2000']
1817,PRFT,['Russell 2000']
1818,PRG,['Russell 2000']
1819,PRGS,['Russell 2000']
1820,PRIM,['Russell 2000']
1821,PRK,['Russell 2000']
1822,PRLB,['Russell 2000']
1823,PRM,['Russell 2000']
1824,PRMW,['Russell 2000']
1825,PRO,['Russell 2000']
1826,PRPL,['Russell 2000']
1827,PRTA,['Russell 2000']
1828,PRTH,['Russell 2000']
1829,PRTS,['Russell 2000']
1830,PRTY,['Russell 2000']
1831,PRU,['S&P 500']
1832,PRVA,['Russell 2000']
1833,PRVB,['Russell 2000']
1834,PSA,['S&P 500']
1835,PSB,['Russell 2000']
1836,PSFE,['Russell 2000']
1837,PSMT,['Russell 2000']
1838,PSN,['Russell 2000']
1839,PSTL,['Russell 2000']
1840,PSX,['S&P 500']
1841,PTC,['S&P 500']
1842,PTCT,['Russell 2000']
1843,PTEN,['Russell 2000']
1844,PTGX,['Russell 2000']
1845,PTLO,['Russell 2000']
1846,PTRA,['Russell 2000']
1847,PTSI,['Russell 2000']
1848,PTVE,['Russell 2000']
1849,PUBM,['Russell 2000']
1850,PUMP,['Russell 2000']
1851,PVBC,['Russell 2000']
1852,PVH,['S&P 500']
1853,PWP,['Russell 2000']
1854,PWR,['S&P 500']
1855,PWSC,['Russell 2000']
1856,PXD,['S&P 500']
1857,PYPL,"['S&P 500', 'Nasdaq 100']"
1858,PZN,['Russell 2000']
1859,PZZA,['Russell 2000']
1860,QCOM,"['S&P 500', 'Nasdaq 100']"
1861,QCRH,['Russell 2000']
1862,QLYS,['Russell 2000']
1863,QNST,['Russell 2000']
1864,QRTEA,['Russell 2000']
1865,QRVO,['S&P 500']
1866,QSI,['Russell 2000']
1867,QTRX,['Russell 2000']
1868,QTWO,['Russell 2000']
1869,QUAD,['Russell 2000']
1870,QUOT,['Russell 2000']
1871,RAD,['Russell 2000']
1872,RADI,['Russell 2000']
1873,RAMP,['Russell 2000']
1874,RAPT,['Russell 2000']
1875,RBB,['Russell 2000']
1876,RBBN,['Russell 2000']
1877,RBCAA,['Russell 2000']
1878,RBOT,['Russell 2000']
1879,RC,['Russell 2000']
1880,RCII,['Russell 2000']
1881,RCKT,['Russell 2000']
1882,RCKY,['Russell 2000']
1883,RCL,['S&P 500']
1884,RCM,['Russell 2000']
1885,RCUS,['Russell 2000']
1886,RDBX,['Russell 2000']
1887,RDFN,['Russell 2000']
1888,RDN,['Russell 2000']
1889,RDNT,['Russell 2000']
1890,RDUS,['Russell 2000']
1891,RDVT,['Russell 2000']
1892,RDW,['Russell 2000']
1893,RE,['S&P 500']
1894,REAL,['Russell 2000']
1895,REFI,['Russell 2000']
1896,REG,['S&P 500']
1897,REGN,"['S&P 500', 'Nasdaq 100']"
1898,REI,['Russell 2000']
1899,RELY,['Russell 2000']
1900,RENT,['Russell 2000']
1901,REPL,['Russell 2000']
1902,REPX,['Russell 2000']
1903,RES,['Russell 2000']
1904,RETA,['Russell 2000']
1905,REVG,['Russell 2000']
1906,REX,['Russell 2000']
1907,REZI,['Russell 2000']
1908,RF,['S&P 500']
1909,RFP,['Russell 2000']
1910,RGNX,['Russell 2000']
1911,RGP,['Russell 2000']
1912,RGR,['Russell 2000']
1913,RGTI,['Russell 2000']
1914,RHI,['S&P 500']
1915,RHP,['Russell 2000']
1916,RICK,['Russell 2000']
1917,RIDE,['Russell 2000']
1918,RIGL,['Russell 2000']
1919,RILY,['Russell 2000']
1920,RIOT,['Russell 2000']
1921,RJF,['S&P 500']
1922,RKLB,['Russell 2000']
1923,RKLY,['Russell 2000']
1924,RL,['S&P 500']
1925,RLAY,['Russell 2000']
1926,RLGT,['Russell 2000']
1927,RLI,['Russell 2000']
1928,RLJ,['Russell 2000']
1929,RLMD,['Russell 2000']
1930,RLYB,['Russell 2000']
1931,RM,['Russell 2000']
1932,RMAX,['Russell 2000']
1933,RMBL,['Russell 2000']
1934,RMBS,['Russell 2000']
1935,RMD,['S&P 500']
1936,RMNI,['Russell 2000']
1937,RMR,['Russell 2000']
1938,RNA,['Russell 2000']
1939,RNST,['Russell 2000']
1940,ROAD,['Russell 2000']
1941,ROCC,['Russell 2000']
1942,ROCK,['Russell 2000']
1943,ROG,['Russell 2000']
1944,ROIC,['Russell 2000']
1945,ROK,['S&P 500']
1946,ROL,['S&P 500']
1947,ROLL,['Russell 2000']
1948,ROOT,['Russell 2000']
1949,ROP,['S&P 500']
1950,ROST,"['S&P 500', 'Nasdaq 100']"
1951,ROVR,['Russell 2000']
1952,RPAY,['Russell 2000']
1953,RPD,['Russell 2000']
1954,RPT,['Russell 2000']
1955,RRBI,['Russell 2000']
1956,RRR,['Russell 2000']
1957,RSG,['S&P 500']
1958,RSI,['Russell 2000']
1959,RSVR,['Russell 2000']
1960,RTL,['Russell 2000']
1961,RTX,['S&P 500']
1962,RUSHA,['Russell 2000']
1963,RUSHB,['Russell 2000']
1964,RUTH,['Russell 2000']
1965,RVLV,['Russell 2000']
1966,RVMD,['Russell 2000']
1967,RVNC,['Russell 2000']
1968,RWT,['Russell 2000']
1969,RXDX,['Russell 2000']
1970,RXRX,['Russell 2000']
1971,RXST,['Russell 2000']
1972,RXT,['Russell 2000']
1973,RYAM,['Russell 2000']
1974,RYI,['Russell 2000']
1975,SABR,['Russell 2000']
1976,SAFE,['Russell 2000']
1977,SAFM,['Russell 2000']
1978,SAFT,['Russell 2000']
1979,SAGE,['Russell 2000']
1980,SAH,['Russell 2000']
1981,SAIA,['Russell 2000']
1982,SAIL,['Russell 2000']
1983,SAMG,['Russell 2000']
1984,SANA,['Russell 2000']
1985,SANM,['Russell 2000']
1986,SASR,['Russell 2000']
1987,SATS,['Russell 2000']
1988,SAVA,['Russell 2000']
1989,SAVE,['Russell 2000']
1990,SB,['Russell 2000']
1991,SBAC,['S&P 500']
1992,SBCF,['Russell 2000']
1993,SBGI,['Russell 2000']
1994,SBH,['Russell 2000']
1995,SBNY,['S&P 500']
1996,SBOW,['Russell 2000']
1997,SBRA,['Russell 2000']
1998,SBSI,['Russell 2000']
1999,SBT,['Russell 2000']
2000,SBUX,"['S&P 500', 'Nasdaq 100']"
2001,SCHL,['Russell 2000']
2002,SCHN,['Russell 2000']
2003,SCHW,['S&P 500']
2004,SCL,['Russell 2000']
2005,SCS,['Russell 2000']
2006,SCSC,['Russell 2000']
2007,SCU,['Russell 2000']
2008,SCVL,['Russell 2000']
2009,SCWX,['Russell 2000']
2010,SD,['Russell 2000']
2011,SDGR,['Russell 2000']
2012,SEAS,['Russell 2000']
2013,SEAT,['Russell 2000']
2014,SEDG,['S&P 500']
2015,SEE,['S&P 500']
2016,SEER,['Russell 2000']
2017,SEM,['Russell 2000']
2018,SENEA,['Russell 2000']
2019,SENS,['Russell 2000']
2020,SFBS,['Russell 2000']
2021,SFIX,['Russell 2000']
2022,SFL,['Russell 2000']
2023,SFM,['Russell 2000']
2024,SFNC,['Russell 2000']
2025,SFST,['Russell 2000']
2026,SG,['Russell 2000']
2027,SGC,['Russell 2000']
2028,SGEN,['Nasdaq 100']
2029,SGH,['Russell 2000']
2030,SGHT,['Russell 2000']
2031,SGMO,['Russell 2000']
2032,SGRY,['Russell 2000']
2033,SHAK,['Russell 2000']
2034,SHBI,['Russell 2000']
2035,SHCR,['Russell 2000']
2036,SHEN,['Russell 2000']
2037,SHLS,['Russell 2000']
2038,SHO,['Russell 2000']
2039,SHOO,['Russell 2000']
2040,SHW,['S&P 500']
2041,SHYF,['Russell 2000']
2042,SI,['Russell 2000']
2043,SIBN,['Russell 2000']
2044,SIG,['Russell 2000']
2045,SIGA,['Russell 2000']
2046,SIGI,['Russell 2000']
2047,SILK,['Russell 2000']
2048,SIRI,['Nasdaq 100']
2049,SITC,['Russell 2000']
2050,SITM,['Russell 2000']
2051,SIVB,['S&P 500']
2052,SJI,['Russell 2000']
2053,SJM,['S&P 500']
2054,SJW,['Russell 2000']
2055,SKIL,['Russell 2000']
2056,SKIN,['Russell 2000']
2057,SKLZ,['Russell 2000']
2058,SKT,['Russell 2000']
2059,SKY,['Russell 2000']
2060,SKYT,['Russell 2000']
2061,SKYW,['Russell 2000']
2062,SLAB,['Russell 2000']
2063,SLB,['S&P 500']
2064,SLCA,['Russell 2000']
2065,SLDP,['Russell 2000']
2066,SLGC,['Russell 2000']
2067,SLP,['Russell 2000']
2068,SLQT,['Russell 2000']
2069,SLVM,['Russell 2000']
2070,SM,['Russell 2000']
2071,SMBC,['Russell 2000']
2072,SMBK,['Russell 2000']
2073,SMCI,['Russell 2000']
2074,SMFR,['Russell 2000']
2075,SMMF,['Russell 2000']
2076,SMP,['Russell 2000']
2077,SMPL,['Russell 2000']
2078,SMR,['Russell 2000']
2079,SMRT,['Russell 2000']
2080,SMTC,['Russell 2000']
2081,SNA,['S&P 500']
2082,SNBR,['Russell 2000']
2083,SNCE,['Russell 2000']
2084,SNCY,['Russell 2000']
2085,SNDX,['Russell 2000']
2086,SNEX,['Russell 2000']
2087,SNPO,['Russell 2000']
2088,SNPS,"['S&P 500', 'Nasdaq 100']"
2089,SO,['S&P 500']
2090,SOI,['Russell 2000']
2091,SOND,['Russell 2000']
2092,SONO,['Russell 2000']
2093,SOVO,['Russell 2000']
2094,SP,['Russell 2000']
2095,SPCE,['Russell 2000']
2096,SPFI,['Russell 2000']
2097,SPG,['S&P 500']
2098,SPGI,['S&P 500']
2099,SPIR,['Russell 2000']
2100,SPLK,['Nasdaq 100']
2101,SPNE,['Russell 2000']
2102,SPNS,['Russell 2000']
2103,SPNT,['Russell 2000']
2104,SPSC,['Russell 2000']
2105,SPT,['Russell 2000']
2106,SPTN,['Russell 2000']
2107,SPWH,['Russell 2000']
2108,SPWR,['Russell 2000']
2109,SPXC,['Russell 2000']
2110,SQSP,['Russell 2000']
2111,SR,['Russell 2000']
2112,SRCE,['Russell 2000']
2113,SRDX,['Russell 2000']
2114,SRE,['S&P 500']
2115,SRG,['Russell 2000']
2116,SRI,['Russell 2000']
2117,SRNE,['Russell 2000']
2118,SRRA,['Russell 2000']
2119,SSB,['Russell 2000']
2120,SSD,['Russell 2000']
2121,SSP,['Russell 2000']
2122,SSTI,['Russell 2000']
2123,SSTK,['Russell 2000']
2124,STAA,['Russell 2000']
2125,STAG,['Russell 2000']
2126,STAR,['Russell 2000']
2127,STBA,['Russell 2000']
2128,STC,['Russell 2000']
2129,STE,['S&P 500']
2130,STEM,['Russell 2000']
2131,STEP,['Russell 2000']
2132,STER,['Russell 2000']
2133,STGW,['Russell 2000']
2134,STKL,['Russell 2000']
2135,STKS,['Russell 2000']
2136,STNE,['Russell 2000']
2137,STNG,['Russell 2000']
2138,STOK,['Russell 2000']
2139,STON,['Russell 2000']
2140,STR,['Russell 2000']
2141,STRA,['Russell 2000']
2142,STRC,['Russell 2000']
2143,STRL,['Russell 2000']
2144,STRO,['Russell 2000']
2145,STRS,['Russell 2000']
2146,STRY,['Russell 2000']
2147,STT,['S&P 500']
2148,STX,['S&P 500']
2149,STZ,['S&P 500']
2150,SUM,['Russell 2000']
2151,SUMO,['Russell 2000']
2152,SUNL,['Russell 2000']
2153,SUPN,['Russell 2000']
2154,SVC,['Russell 2000']
2155,SWAV,['Russell 2000']
2156,SWBI,['Russell 2000']
2157,SWI,['Russell 2000']
2158,SWIM,['Russell 2000']
2159,SWK,['S&P 500']
2160,SWKH,['Russell 2000']
2161,SWKS,"['S&P 500', 'Nasdaq 100']"
2162,SWM,['Russell 2000']
2163,SWTX,['Russell 2000']
2164,SWX,['Russell 2000']
2165,SXC,['Russell 2000']
2166,SXI,['Russell 2000']
2167,SXT,['Russell 2000']
2168,SYBT,['Russell 2000']
2169,SYF,['S&P 500']
2170,SYK,['S&P 500']
2171,SYNA,['Russell 2000']
2172,SYY,['S&P 500']
2173,T,['S&P 500']
2174,TA,['Russell 2000']
2175,TALO,['Russell 2000']
2176,TALS,['Russell 2000']
2177,TAP,['S&P 500']
2178,TARS,['Russell 2000']
2179,TBBK,['Russell 2000']
2180,TBI,['Russell 2000']
2181,TBK,['Russell 2000']
2182,TBPH,['Russell 2000']
2183,TCBI,['Russell 2000']
2184,TCBK,['Russell 2000']
2185,TCBX,['Russell 2000']
2186,TCDA,['Russell 2000']
2187,TCI,['Russell 2000']
2188,TCMD,['Russell 2000']
2189,TCS,['Russell 2000']
2190,TCX,['Russell 2000']
2191,TDG,['S&P 500']
2192,TDS,['Russell 2000']
2193,TDUP,['Russell 2000']
2194,TDW,['Russell 2000']
2195,TDY,['S&P 500']
2196,TEAM,['Nasdaq 100']
2197,TECH,['S&P 500']
2198,TEL,['S&P 500']
2199,TELL,['Russell 2000']
2200,TEN,['Russell 2000']
2201,TENB,['Russell 2000']
2202,TER,['S&P 500']
2203,TEX,['Russell 2000']
2204,TFC,['S&P 500']
2205,TFX,['S&P 500']
2206,TG,['Russell 2000']
2207,TGAN,['Russell 2000']
2208,TGH,['Russell 2000']
2209,TGI,['Russell 2000']
2210,TGNA,['Russell 2000']
2211,TGT,['S&P 500']
2212,TGTX,['Russell 2000']
2213,TH,['Russell 2000']
2214,THFF,['Russell 2000']
2215,THR,['Russell 2000']
2216,THRM,['Russell 2000']
2217,THRN,['Russell 2000']
2218,THRX,['Russell 2000']
2219,THRY,['Russell 2000']
2220,THS,['Russell 2000']
2221,TIG,['Russell 2000']
2222,TIL,['Russell 2000']
2223,TILE,['Russell 2000']
2224,TIPT,['Russell 2000']
2225,TITN,['Russell 2000']
2226,TJX,['S&P 500']
2227,TK,['Russell 2000']
2228,TKNO,['Russell 2000']
2229,TLS,['Russell 2000']
2230,TLYS,['Russell 2000']
2231,TMCI,['Russell 2000']
2232,TMDX,['Russell 2000']
2233,TMHC,['Russell 2000']
2234,TMO,['S&P 500']
2235,TMP,['Russell 2000']
2236,TMST,['Russell 2000']
2237,TMUS,"['S&P 500', 'Nasdaq 100']"
2238,TNC,['Russell 2000']
2239,TNET,['Russell 2000']
2240,TNGX,['Russell 2000']
2241,TNK,['Russell 2000']
2242,TNON,['Russell 2000']
2243,TNYA,['Russell 2000']
2244,TOI,['Russell 2000']
2245,TOWN,['Russell 2000']
2246,TPB,['Russell 2000']
2247,TPC,['Russell 2000']
2248,TPH,['Russell 2000']
2249,TPIC,['Russell 2000']
2250,TPR,['S&P 500']
2251,TPTX,['Russell 2000']
2252,TR,['Russell 2000']
2253,TRC,['Russell 2000']
2254,TREE,['Russell 2000']
2255,TRMB,['S&P 500']
2256,TRMK,['Russell 2000']
2257,TRN,['Russell 2000']
2258,TRNO,['Russell 2000']
2259,TRNS,['Russell 2000']
2260,TROW,['S&P 500']
2261,TROX,['Russell 2000']
2262,TRS,['Russell 2000']
2263,TRST,['Russell 2000']
2264,TRTN,['Russell 2000']
2265,TRTX,['Russell 2000']
2266,TRUE,['Russell 2000']
2267,TRUP,['Russell 2000']
2268,TRV,['S&P 500']
2269,TSCO,['S&P 500']
2270,TSE,['Russell 2000']
2271,TSLA,"['S&P 500', 'Nasdaq 100']"
2272,TSN,['S&P 500']
2273,TSP,['Russell 2000']
2274,TSVT,['Russell 2000']
2275,TT,['S&P 500']
2276,TTCF,['Russell 2000']
2277,TTEC,['Russell 2000']
2278,TTGT,['Russell 2000']
2279,TTI,['Russell 2000']
2280,TTMI,['Russell 2000']
2281,TTSH,['Russell 2000']
2282,TTWO,['S&P 500']
2283,TUP,['Russell 2000']
2284,TVTX,['Russell 2000']
2285,TVTY,['Russell 2000']
2286,TWI,['Russell 2000']
2287,TWNK,['Russell 2000']
2288,TWO,['Russell 2000']
2289,TWOU,['Russell 2000']
2290,TWST,['Russell 2000']
2291,TWTR,['S&P 500']
2292,TXN,"['S&P 500', 'Nasdaq 100']"
2293,TXRH,['Russell 2000']
2294,TXT,['S&P 500']
2295,TYL,['S&P 500']
2296,TYRA,['Russell 2000']
2297,UAL,['S&P 500']
2298,UBA,['Russell 2000']
2299,UBSI,['Russell 2000']
2300,UCBI,['Russell 2000']
2301,UCTT,['Russell 2000']
2302,UDMY,['Russell 2000']
2303,UDR,['S&P 500']
2304,UE,['Russell 2000']
2305,UEC,['Russell 2000']
2306,UEIC,['Russell 2000']
2307,UFCS,['Russell 2000']
2308,UFI,['Russell 2000']
2309,UFPI,['Russell 2000']
2310,UFPT,['Russell 2000']
2311,UHS,['S&P 500']
2312,UHT,['Russell 2000']
2313,UIS,['Russell 2000']
2314,ULCC,['Russell 2000']
2315,ULH,['Russell 2000']
2316,ULTA,['S&P 500']
2317,UMBF,['Russell 2000']
2318,UMH,['Russell 2000']
2319,UNF,['Russell 2000']
2320,UNFI,['Russell 2000']
2321,UNH,['S&P 500']
2322,UNIT,['Russell 2000']
2323,UNP,['S&P 500']
2324,UNTY,['Russell 2000']
2325,UONE,['Russell 2000']
2326,UONEK,['Russell 2000']
2327,UP,['Russell 2000']
2328,UPLD,['Russell 2000']
2329,UPS,['S&P 500']
2330,UPWK,['Russell 2000']
2331,URBN,['Russell 2000']
2332,URG,['Russell 2000']
2333,URI,['S&P 500']
2334,USB,['S&P 500']
2335,USCB,['Russell 2000']
2336,USER,['Russell 2000']
2337,USLM,['Russell 2000']
2338,USM,['Russell 2000']
2339,USNA,['Russell 2000']
2340,USPH,['Russell 2000']
2341,UTI,['Russell 2000']
2342,UTL,['Russell 2000']
2343,UTMD,['Russell 2000']
2344,UTZ,['Russell 2000']
2345,UUUU,['Russell 2000']
2346,UVE,['Russell 2000']
2347,UVSP,['Russell 2000']
2348,UVV,['Russell 2000']
2349,V,['S&P 500']
2350,VAL,['Russell 2000']
2351,VALU,['Russell 2000']
2352,VBIV,['Russell 2000']
2353,VBTX,['Russell 2000']
2354,VC,['Russell 2000']
2355,VCEL,['Russell 2000']
2356,VCSA,['Russell 2000']
2357,VCTR,['Russell 2000']
2358,VCYT,['Russell 2000']
2359,VEC,['Russell 2000']
2360,VECO,['Russell 2000']
2361,VEL,['Russell 2000']
2362,VERA,['Russell 2000']
2363,VERI,['Russell 2000']
2364,VERU,['Russell 2000']
2365,VERV,['Russell 2000']
2366,VFC,['S&P 500']
2367,VG,['Russell 2000']
2368,VGR,['Russell 2000']
2369,VHI,['Russell 2000']
2370,VIA,['Russell 2000']
2371,VIAV,['Russell 2000']
2372,VICI,['S&P 500']
2373,VICR,['Russell 2000']
2374,VIEW,['Russell 2000']
2375,VIR,['Russell 2000']
2376,VITL,['Russell 2000']
2377,VIVO,['Russell 2000']
2378,VLD,['Russell 2000']
2379,VLDR,['Russell 2000']
2380,VLGEA,['Russell 2000']
2381,VLO,['S&P 500']
2382,VLTA,['Russell 2000']
2383,VLY,['Russell 2000']
2384,VMC,['S&P 500']
2385,VMEO,['Russell 2000']
2386,VNDA,['Russell 2000']
2387,VNO,['S&P 500']
2388,VPG,['Russell 2000']
2389,VRAY,['Russell 2000']
2390,VRDN,['Russell 2000']
2391,VRE,['Russell 2000']
2392,VREX,['Russell 2000']
2393,VRNS,['Russell 2000']
2394,VRNT,['Russell 2000']
2395,VRRM,['Russell 2000']
2396,VRSK,"['S&P 500', 'Nasdaq 100']"
2397,VRSN,"['S&P 500', 'Nasdaq 100']"
2398,VRTS,['Russell 2000']
2399,VRTV,['Russell 2000']
2400,VRTX,"['S&P 500', 'Nasdaq 100']"
2401,VSEC,['Russell 2000']
2402,VSH,['Russell 2000']
2403,VSTO,['Russell 2000']
2404,VTGN,['Russell 2000']
2405,VTNR,['Russell 2000']
2406,VTOL,['Russell 2000']
2407,VTR,['S&P 500']
2408,VTRS,['S&P 500']
2409,VTYX,['Russell 2000']
2410,VUZI,['Russell 2000']
2411,VVI,['Russell 2000']
2412,VVNT,['Russell 2000']
2413,VWE,['Russell 2000']
2414,VXRT,['Russell 2000']
2415,VZ,['S&P 500']
2416,VZIO,['Russell 2000']
2417,WAB,['S&P 500']
2418,WABC,['Russell 2000']
2419,WAFD,['Russell 2000']
2420,WASH,['Russell 2000']
2421,WAT,['S&P 500']
2422,WBA,"['S&P 500', 'Nasdaq 100']"
2423,WBD,['S&P 500']
2424,WBT,['Russell 2000']
2425,WD,['Russell 2000']
2426,WDAY,['Nasdaq 100']
2427,WDC,['S&P 500']
2428,WDFC,['Russell 2000']
2429,WEAV,['Russell 2000']
2430,WEBR,['Russell 2000']
2431,WEC,['S&P 500']
2432,WEJO,['Russell 2000']
2433,WELL,['S&P 500']
2434,WERN,['Russell 2000']
2435,WETF,['Russell 2000']
2436,WEYS,['Russell 2000']
2437,WFC,['S&P 500']
2438,WFRD,['Russell 2000']
2439,WGO,['Russell 2000']
2440,WHD,['Russell 2000']
2441,WHR,['S&P 500']
2442,WINA,['Russell 2000']
2443,WING,['Russell 2000']
2444,WIRE,['Russell 2000']
2445,WISH,['Russell 2000']
2446,WK,['Russell 2000']
2447,WKHS,['Russell 2000']
2448,WLDN,['Russell 2000']
2449,WLL,['Russell 2000']
2450,WLY,['Russell 2000']
2451,WM,['S&P 500']
2452,WMB,['S&P 500']
2453,WMK,['Russell 2000']
2454,WMT,['S&P 500']
2455,WNC,['Russell 2000']
2456,WOR,['Russell 2000']
2457,WOW,['Russell 2000']
2458,WRB,['S&P 500']
2459,WRBY,['Russell 2000']
2460,WRE,['Russell 2000']
2461,WRK,['S&P 500']
2462,WRLD,['Russell 2000']
2463,WSBC,['Russell 2000']
2464,WSBF,['Russell 2000']
2465,WSFS,['Russell 2000']
2466,WSR,['Russell 2000']
2467,WST,['S&P 500']
2468,WTBA,['Russell 2000']
2469,WTI,['Russell 2000']
2470,WTS,['Russell 2000']
2471,WTTR,['Russell 2000']
2472,WTW,['S&P 500']
2473,WULF,['Russell 2000']
2474,WW,['Russell 2000']
2475,WWW,['Russell 2000']
2476,WY,['S&P 500']
2477,WYNN,['S&P 500']
2478,XEL,"['S&P 500', 'Nasdaq 100']"
2479,XERS,['Russell 2000']
2480,XHR,['Russell 2000']
2481,XMTR,['Russell 2000']
2482,XNCR,['Russell 2000']
2483,XOM,['S&P 500']
2484,XOS,['Russell 2000']
2485,XPEL,['Russell 2000']
2486,XPER,['Russell 2000']
2487,XPOF,['Russell 2000']
2488,XPRO,['Russell 2000']
2489,XRAY,['S&P 500']
2490,XRX,['Russell 2000']
2491,XXII,['Russell 2000']
2492,XYL,['S&P 500']
2493,YELP,['Russell 2000']
2494,YEXT,['Russell 2000']
2495,YMAB,['Russell 2000']
2496,YORW,['Russell 2000']
2497,YOU,['Russell 2000']
2498,YUM,['S&P 500']
2499,ZBH,['S&P 500']
2500,ZBRA,['S&P 500']
2501,ZD,['Russell 2000']
2502,ZETA,['Russell 2000']
2503,ZEUS,['Russell 2000']
2504,ZEV,['Russell 2000']
2505,ZGN,['Russell 2000']
2506,ZIMV,['Russell 2000']
2507,ZION,['S&P 500']
2508,ZIP,['Russell 2000']
2509,ZM,['Nasdaq 100']
2510,ZNTL,['Russell 2000']
2511,ZS,['Nasdaq 100']
2512,ZTS,['S&P 500']
2513,ZUMZ,['Russell 2000']
2514,ZUO,['Russell 2000']
2515,ZWS,['Russell 2000']
2516,ZYXI,['Russell 2000']
2517,^GSPC,['S&P 500']
2518,^RUT,['Russell 2000']
